-0.5522,3.4717,7.6270,-0.5412,-6.3237,4.2493,11.9574,-5.5217,1.1401,-10.6470,-23.9649,-10.8760,-2.4480,-10.1939,0.9287,17.6054,-2.2927,-9.6373,-18.2783,-2.3185,1.6013,3.2630,-14.3094,-3.8753,-35.9843,-12.8165,3.3336,5.4187,10.4795,-30.2029,4.6393,-5.2649,-17.3807,-11.4817,3.4733,-10.3454,14.7596,-4.7604,2.2219,5.8068,-13.0861,1.0915,-6.4350,-10.6644,7.9057,0.3354,3.1847,-4.1797,2.1050,6.9858,-6.5680,4.9242,-13.9286,18.6604,12.5643,-2.9634,4.2261,2.4837,0.9793,1.4673,0.0291,3.0742,8.4165,-10.0335,-0.0746,8.4498,14.5673,12.1053,14.7234,-17.8259,-2.1289,2.3455,-5.6366,3.5175,-2.3753,16.4188,15.0533,0.2143,18.4637,-2.9913,20.6089,-11.5610,-15.2024,12.7935,-13.0006,2.0207,8.8378,1.3134,-10.8984,7.2188,14.2609,16.5143,3.3737,-11.0505,12.7494,-10.9026,1.7468,-3.3532,9.2127,-5.6481
6.8380,-4.1933,-15.5670,8.5409,-14.1513,-9.9449,-2.3254,0.3306,-17.4458,15.5707,7.9078,9.0998,-11.0403,-4.7290,-8.7607,-9.7183,-10.2947,5.0094,-7.1410,-0.6404,3.8502,-0.9618,24.9945,-2.4885,-15.5704,-4.9835,-13.8955,13.7008,0.4617,17.1406,12.5557,-0.3555,-11.6352,2.9626,-15.5926,-9.0958,-19.7544,6.1670,-24.2056,-4.1638,-1.7655,16.3814,5.7244,-5.7446,-21.9956,-6.6010,3.8898,18.8101,3.9821,7.7262,-5.0852,-1.9564,-14.6913,-3.2078,-20.0501,-11.5120,-0.0500,-14.0262,7.6818,12.1606,-0.1894,-17.0686,-10.8311,-6.9970,14.6769,17.5458,14.2251,-8.4580,-3.5990,15.1445,-8.3014,-5.8251,5.4318,9.7741,1.0633,11.6707,15.0528,-19.6076,-14.4678,14.4402,4.9674,-1.7289,-4.1714,-4.2789,14.0200,-5.3428,-6.0599,8.1053,5.5890,-4.0842,-0.1429,-4.7603,-3.6600,12.3350,-2.2618,-11.6949,-0.2067,-3.5722,-13.3289,-1.0457
-3.4101,-1.3825,-10.1137,-7.2280,18.9948,1.6297,-0.9588,-20.6942,-1.5813,7.0548,1.7583,8.8003,-13.7171,-4.7385,-3.6981,0.8068,2.0453,-1.8522,-7.1881,-0.6693,-10.2813,-5.9504,-3.5883,6.5842,-6.8344,-7.8438,-8.3482,-22.3570,10.8045,2.2838,-4.3202,14.3889,-29.5259,18.2981,14.1702,-2.9700,20.4644,6.5298,-1.3857,20.4820,-7.8391,17.7863,0.4861,-7.4750,-13.9066,6.2975,-5.8821,-5.8557,17.0747,-16.4657,-3.2188,-4.4506,-3.5754,16.7935,10.8993,4.2033,-17.8419,-9.9673,3.0858,-13.2218,-5.4121,2.6524,-8.8261,-25.0794,9.2241,0.8018,-4.7813,0.6348,4.5275,1.3834,-10.8321,-14.1268,-16.5424,13.0444,-28.0144,8.6421,13.1065,1.6695,15.7936,-9.4024,-1.1034,13.0246,5.6615,1.3083,-2.3130,7.1789,15.2896,3.4515,12.0841,6.4568,13.3659,7.5897,-8.1318,-19.9324,-0.1266,13.7772,-19.3312,6.6212,-5.7480,2.7978
9.9504,-1.2448,3.2751,1.5699,-5.3740,-5.5685,-8.0730,0.2942,21.3976,0.4912,9.4438,3.7180,-20.8433,-4.9267,10.9553,-1.0125,6.0035,-2.7070,14.7978,11.0854,13.3340,-0.4453,-6.1530,1.8474,27.2917,2.3815,15.1687,3.0164,-6.3108,4.9427,21.3791,-5.2544,-15.5029,-14.2842,8.3574,-3.4652,2.1164,2.1090,-2.8666,-19.3897,-21.2949,-11.0031,13.8762,-18.8504,-16.3312,-2.3853,1.5776,5.4972,9.0348,1.0088,-13.7293,9.4535,14.7481,2.4917,-4.8863,-7.0459,-10.8274,-20.9014,-11.6120,10.9395,8.5236,-5.3148,-20.2258,18.8878,-0.7628,-15.1845,-7.2272,-5.9864,11.2352,11.2005,21.9127,2.9278,15.2542,-11.2595,2.1845,18.9044,-0.2395,-19.1768,19.0933,5.9398,6.8032,-0.6824,1.2329,17.3876,-7.6733,4.0175,0.9814,13.6360,-14.8694,-11.1380,-0.8998,-6.7480,9.3346,3.0813,-1.5113,-3.7917,9.3526,6.6618,2.0742,13.7513
20.2456,9.7396,-1.0555,5.2644,11.6737,-7.8689,-12.1682,9.0129,-8.1478,-15.4437,-2.2066,-18.4582,3.4583,16.1593,16.2429,7.7453,12.9385,-4.4006,-1.6659,-4.2103,13.5014,7.0872,4.3803,-10.3642,0.8612,0.3307,15.1819,-0.9846,-0.3426,-7.3388,20.5557,-5.0049,-2.0015,-11.7011,5.6369,-18.8818,1.8753,-27.6073,-7.5711,-13.4774,-5.6876,14.0381,4.1658,-4.9436,-2.3135,-0.5807,3.8574,5.6277,-8.3147,-3.5368,-8.0803,-12.7192,3.6308,2.9331,-1.2923,12.0660,8.8848,3.3027,-0.7367,16.6449,-1.4112,-3.6714,12.3236,-2.6687,7.4001,-4.1962,-5.8830,11.4931,1.5848,16.4363,-2.3903,2.7573,-3.2894,2.2326,-5.3364,1.2616,5.3706,19.9971,-0.3833,10.2898,-2.7036,4.2070,-14.4477,-10.6028,-8.1927,12.3256,3.1791,5.6382,-12.1953,6.9177,18.4628,2.7048,7.3606,2.1733,-1.2625,-6.9754,14.9743,7.8519,5.6030,3.6674
-5.6007,-1.2275,-2.7197,5.3646,-2.6661,-9.4801,-8.5077,-3.4538,1.2815,3.0332,-13.6662,-3.4077,2.5137,8.5018,13.9449,-3.3533,-8.7471,-7.9202,-6.5567,6.8965,10.8463,13.6104,-10.9186,-8.1107,7.6206,-5.8125,-26.2477,0.9835,-6.3750,12.4823,9.6154,-13.1310,6.6298,-0.7733,9.1669,11.4018,3.4115,5.5630,0.1160,4.3891,-7.6029,-0.6851,-7.9515,-5.7135,-1.4604,-6.1824,2.0207,1.9948,-10.8747,14.0633,9.8906,-2.2613,-11.1084,-2.7363,3.8301,8.8342,20.0282,2.8722,20.8863,-1.6965,-1.7232,-10.4765,8.1357,4.1890,8.8568,7.9398,10.5173,10.3762,-20.9383,-0.0557,-1.6735,8.9948,18.4549,9.7768,5.3916,6.1589,-11.4652,11.1002,4.9791,-8.1466,-10.7874,12.3061,-21.2242,13.5758,-8.3177,-0.4745,-17.4404,-4.0874,1.4735,11.6873,3.7882,-17.0663,-6.4138,28.8088,-13.0339,0.0341,6.6840,4.1796,-14.3676,-10.6545
-13.9273,-4.6515,-8.6119,5.9011,-4.7208,-4.3623,-15.1968,2.4271,1.4982,0.8389,-5.6158,-4.2446,-1.6486,9.5629,-3.2565,12.3753,3.6007,3.3381,-16.3493,-1.7063,-2.3376,13.1909,-19.3543,6.0789,7.3302,-10.4556,8.9705,-18.5587,13.5616,-1.8187,5.1951,9.1260,-8.5520,-9.0727,-11.0421,3.8593,8.2008,0.5006,2.8866,15.4889,-8.0888,10.3528,-2.2486,13.6313,-1.5238,-4.1493,14.0853,15.6615,-6.3963,18.6286,-6.8900,0.2297,2.2301,8.6335,15.7390,-6.4107,-0.5292,-1.1758,-13.1468,-4.0198,9.6303,-13.7151,1.9384,-2.4287,3.2502,6.6298,17.5961,-1.9964,-6.7680,-4.2313,-4.9548,10.8295,5.0496,-20.9826,8.6573,1.2798,-0.7924,-2.6620,-1.2936,-2.3638,22.2687,-1.4324,5.7513,-1.4773,-9.8507,-31.0329,3.2238,-3.5545,3.6434,17.8906,-9.9384,6.1411,-4.4044,-24.9287,-5.3295,8.7330,-4.5954,4.5940,3.1289,-12.5566
4.3478,4.3820,-18.0942,-2.1668,11.8230,-13.5655,3.6653,14.8069,-7.9744,-16.7348,11.1550,2.3088,-15.9035,-11.1161,-14.6055,8.9300,2.1141,-0.6425,23.3089,-14.9225,2.9598,1.1349,7.7992,0.5081,12.0414,-4.8027,-26.1092,-10.4232,2.9315,-3.9770,-3.6733,9.4399,4.5674,-4.5848,20.0532,4.8232,3.5693,12.8239,-1.4324,-4.0720,-4.4600,7.5219,17.7570,10.4037,-4.9794,3.0787,7.2113,14.0497,-2.5388,-10.5310,0.7788,14.9623,-1.4339,9.9175,15.9499,-0.2302,5.9119,2.5741,-1.9057,-0.8761,-6.2556,3.4335,13.1771,3.6311,10.1001,9.7118,-7.8507,5.1667,15.1440,9.9859,-8.3688,-0.5400,10.5488,-0.8933,9.0012,4.5575,2.7469,9.3315,20.0296,4.0384,6.7741,3.7816,0.5813,-11.8929,5.9004,7.6762,1.4422,0.3743,1.0553,-15.0895,-9.8774,2.3991,-17.9743,-1.8125,5.0200,-7.3998,0.5978,5.7614,-5.9284,2.6714
12.3341,-7.7379,5.8427,17.3388,4.2413,0.8278,3.9296,9.3051,-0.8426,-8.6280,-9.6297,-2.4685,-1.7101,5.8117,7.4840,12.5150,5.7820,5.7385,5.3534,-2.2640,0.1317,4.2684,4.5458,-1.8806,-16.9067,-16.0983,5.8529,2.3938,-6.7220,0.1288,3.9054,17.7437,-2.9748,2.2748,-7.3607,-2.5522,5.1593,-6.4610,-6.3039,-3.8535,2.2768,6.5673,37.1841,-18.3916,6.8102,3.7287,3.0372,-5.5596,13.6284,-2.6045,-20.8889,-8.9588,1.5133,6.9306,5.1870,2.7204,-15.0037,-5.6079,5.3617,10.6487,-2.3587,3.9844,-4.3730,-2.8455,4.2747,-2.0717,-6.5465,5.3742,8.3928,20.3310,2.5177,-27.1454,12.9448,-0.9184,-10.9622,3.1363,-4.0470,1.7953,-2.7948,0.5725,10.5675,-10.0941,5.1955,-2.4809,10.6783,-6.0122,15.5634,-0.6475,-11.5748,9.1318,-7.3695,5.5999,-4.0753,2.2626,-24.0944,-4.5694,7.4553,-4.3815,6.5061,-5.4597
-4.7118,17.0221,29.1963,-7.5079,6.5591,14.3643,15.6893,13.6075,-13.7204,-0.1361,7.3637,-0.1347,1.8421,17.1250,-4.5747,-7.2672,0.4476,-10.9025,-13.6230,1.4978,-0.0269,0.9654,-6.2411,6.9213,-13.0035,8.0774,3.7398,4.1652,4.2036,3.4780,14.2798,-11.2021,3.4425,7.8507,6.7335,16.0017,8.7857,9.9630,9.7134,15.9346,-2.9651,-13.2733,-18.5932,-10.5088,-5.4371,15.4620,-4.3465,10.5317,-15.6881,-19.7938,20.4649,2.8728,12.5635,0.6981,-18.3059,5.3160,-10.3646,-0.0969,5.2094,17.3886,10.2088,1.7883,-16.9728,-7.8260,1.6557,-6.9230,3.6926,-5.9411,1.5063,-8.1168,-1.3961,1.6331,-5.1380,-6.2159,8.7913,0.9320,-1.6390,-6.1107,17.2205,3.9196,-9.3646,-3.4067,15.3132,-6.4453,12.2337,1.1901,14.5393,-1.4114,11.9923,-2.5402,4.1741,-4.0797,-4.1812,-3.9246,0.8054,-0.7655,-10.7113,6.9748,2.9564,0.8412
